RebelLaser.wav			70 2000 ; 000__1_0 - RebelLaser
IonCannonTurbo.wav		75 2800 ; 140_0_94_SuperStarDestroyer - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 140_0_94_SuperStarDestroyer - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 140_0_94_SuperStarDestroyer - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 140_0_94_SuperStarDestroyer - IonCannonStarship
unused ; 140_0_94_SuperStarDestroyer - unused
RebelLaser.wav			70 2000 ; 141_0_95_ModStrikeCruiser - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 141_0_95_ModStrikeCruiser - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 141_0_95_ModStrikeCruiser - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 141_0_95_ModStrikeCruiser - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 141_0_95_ModStrikeCruiser - IonCannon
IonCannonTurbo.wav		75 2800 ; 141_0_95_ModStrikeCruiser - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 141_0_95_ModStrikeCruiser - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 141_0_95_ModStrikeCruiser - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 141_0_95_ModStrikeCruiser - IonCannonStarship
unused ; 141_0_95_ModStrikeCruiser - unused
RebelLaser.wav			70 2000 ; 142_0_96_LancerFrigate - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 142_0_96_LancerFrigate - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 142_0_96_LancerFrigate - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 142_0_96_LancerFrigate - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 142_0_96_LancerFrigate - IonCannon
IonCannonTurbo.wav		75 2800 ; 142_0_96_LancerFrigate - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 142_0_96_LancerFrigate - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 142_0_96_LancerFrigate - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 142_0_96_LancerFrigate - IonCannonStarship
unused ; 142_0_96_LancerFrigate - unused
RebelLaser.wav			70 2000 ; 143_0_97_BulkCruiser - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 143_0_97_BulkCruiser - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 143_0_97_BulkCruiser - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 143_0_97_BulkCruiser - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 143_0_97_BulkCruiser - IonCannon
IonCannonTurbo.wav		75 2800 ; 143_0_97_BulkCruiser - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 143_0_97_BulkCruiser - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 143_0_97_BulkCruiser - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 143_0_97_BulkCruiser - IonCannonStarship
unused ; 143_0_97_BulkCruiser - unused
RebelLaser.wav			70 2000 ; 144_0_98_AssaultFrigate - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 144_0_98_AssaultFrigate - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 144_0_98_AssaultFrigate - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 144_0_98_AssaultFrigate - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 144_0_98_AssaultFrigate - IonCannon
IonCannonTurbo.wav		75 2800 ; 144_0_98_AssaultFrigate - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 144_0_98_AssaultFrigate - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 144_0_98_AssaultFrigate - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 144_0_98_AssaultFrigate - IonCannonStarship
unused ; 144_0_98_AssaultFrigate - unused
RebelLaser.wav			70 2000 ; 145_0_99_CorellianGunship - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 145_0_99_CorellianGunship - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 145_0_99_CorellianGunship - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 145_0_99_CorellianGunship - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 145_0_99_CorellianGunship - IonCannon
IonCannonTurbo.wav		75 2800 ; 145_0_99_CorellianGunship - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 145_0_99_CorellianGunship - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 145_0_99_CorellianGunship - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 145_0_99_CorellianGunship - IonCannonStarship
unused ; 145_0_99_CorellianGunship - unused
RebelLaser.wav			70 2000 ; 146_0_100_MarauderCorvette - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 146_0_100_MarauderCorvette - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 146_0_100_MarauderCorvette - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 146_0_100_MarauderCorvette - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 146_0_100_MarauderCorvette - IonCannon
IonCannonTurbo.wav		75 2800 ; 146_0_100_MarauderCorvette - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 146_0_100_MarauderCorvette - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 146_0_100_MarauderCorvette - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 146_0_100_MarauderCorvette - IonCannonStarship
unused ; 146_0_100_MarauderCorvette - unused
RebelLaser.wav			70 2000 ; 147_0_101_ImpResearchShip - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 147_0_101_ImpResearchShip - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 147_0_101_ImpResearchShip - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 147_0_101_ImpResearchShip - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 147_0_101_ImpResearchShip - IonCannon
IonCannonTurbo.wav		75 2800 ; 147_0_101_ImpResearchShip - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 147_0_101_ImpResearchShip - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 147_0_101_ImpResearchShip - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 147_0_101_ImpResearchShip - IonCannonStarship
unused ; 147_0_101_ImpResearchShip - unused
RebelLaser.wav			70 2000 ; 148_0_135_CalamariWinged - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 148_0_135_CalamariWinged - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 148_0_135_CalamariWinged - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 148_0_135_CalamariWinged - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 148_0_135_CalamariWinged - IonCannon
IonCannonTurbo.wav		75 2800 ; 148_0_135_CalamariWinged - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 148_0_135_CalamariWinged - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 148_0_135_CalamariWinged - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 148_0_135_CalamariWinged - IonCannonStarship
unused ; 148_0_135_CalamariWinged - unused
RebelLaser.wav			70 2000 ; 149_0_92_VictoryStarDestroyer2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 149_0_92_VictoryStarDestroyer2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 149_0_92_VictoryStarDestroyer2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 149_0_92_VictoryStarDestroyer2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 149_0_92_VictoryStarDestroyer2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 149_0_92_VictoryStarDestroyer2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 149_0_92_VictoryStarDestroyer2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 149_0_92_VictoryStarDestroyer2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 149_0_92_VictoryStarDestroyer2 - IonCannonStarship
unused ; 149_0_92_VictoryStarDestroyer2 - unused
RebelLaser.wav			70 2000 ; 150_0_141_ImperialStarDestroyer2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 150_0_141_ImperialStarDestroyer2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 150_0_141_ImperialStarDestroyer2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 150_0_141_ImperialStarDestroyer2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 150_0_141_ImperialStarDestroyer2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 150_0_141_ImperialStarDestroyer2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 150_0_141_ImperialStarDestroyer2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 150_0_141_ImperialStarDestroyer2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 150_0_141_ImperialStarDestroyer2 - IonCannonStarship
unused ; 150_0_141_ImperialStarDestroyer2 - unused
RebelLaser.wav			70 2000 ; 151__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 151__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 151__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 151__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 151__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 151__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 151__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 151__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 151__1_0 - IonCannonStarship
unused ; 151__1_0 - unused
RebelLaser.wav			70 2000 ; 152__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 152__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 152__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 152__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 152__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 152__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 152__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 152__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 152__1_0 - IonCannonStarship
unused ; 152__1_0 - unused
RebelLaser.wav			70 2000 ; 153_0_102_Platform1 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 153_0_102_Platform1 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 153_0_102_Platform1 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 153_0_102_Platform1 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 153_0_102_Platform1 - IonCannon
IonCannonTurbo.wav		75 2800 ; 153_0_102_Platform1 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 153_0_102_Platform1 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 153_0_102_Platform1 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 153_0_102_Platform1 - IonCannonStarship
unused ; 153_0_102_Platform1 - unused
RebelLaser.wav			70 2000 ; 154_0_103_Platform2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 154_0_103_Platform2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 154_0_103_Platform2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 154_0_103_Platform2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 154_0_103_Platform2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 154_0_103_Platform2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 154_0_103_Platform2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 154_0_103_Platform2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 154_0_103_Platform2 - IonCannonStarship
unused ; 154_0_103_Platform2 - unused
RebelLaser.wav			70 2000 ; 155_0_104_Platform3 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 155_0_104_Platform3 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 155_0_104_Platform3 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 155_0_104_Platform3 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 155_0_104_Platform3 - IonCannon
IonCannonTurbo.wav		75 2800 ; 155_0_104_Platform3 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 155_0_104_Platform3 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 155_0_104_Platform3 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 155_0_104_Platform3 - IonCannonStarship
unused ; 155_0_104_Platform3 - unused
RebelLaser.wav			70 2000 ; 156_0_105_Platform4 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 156_0_105_Platform4 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 156_0_105_Platform4 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 156_0_105_Platform4 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 156_0_105_Platform4 - IonCannon
IonCannonTurbo.wav		75 2800 ; 156_0_105_Platform4 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 156_0_105_Platform4 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 156_0_105_Platform4 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 156_0_105_Platform4 - IonCannonStarship
unused ; 156_0_105_Platform4 - unused
RebelLaser.wav			70 2000 ; 157_0_106_Platform5 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 157_0_106_Platform5 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 157_0_106_Platform5 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 157_0_106_Platform5 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 157_0_106_Platform5 - IonCannon
IonCannonTurbo.wav		75 2800 ; 157_0_106_Platform5 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 157_0_106_Platform5 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 157_0_106_Platform5 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 157_0_106_Platform5 - IonCannonStarship
unused ; 157_0_106_Platform5 - unused
RebelLaser.wav			70 2000 ; 158_0_107_Platform6 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 158_0_107_Platform6 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 158_0_107_Platform6 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 158_0_107_Platform6 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 158_0_107_Platform6 - IonCannon
IonCannonTurbo.wav		75 2800 ; 158_0_107_Platform6 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 158_0_107_Platform6 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 158_0_107_Platform6 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 158_0_107_Platform6 - IonCannonStarship
unused ; 158_0_107_Platform6 - unused
RebelLaser.wav			70 2000 ; 159_0_108_AsteroidBase - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 159_0_108_AsteroidBase - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 159_0_108_AsteroidBase - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 159_0_108_AsteroidBase - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 159_0_108_AsteroidBase - IonCannon
IonCannonTurbo.wav		75 2800 ; 159_0_108_AsteroidBase - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 159_0_108_AsteroidBase - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 159_0_108_AsteroidBase - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 159_0_108_AsteroidBase - IonCannonStarship
unused ; 159_0_108_AsteroidBase - unused
RebelLaser.wav			70 2000 ; 160_0_109_Factory - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 160_0_109_Factory - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 160_0_109_Factory - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 160_0_109_Factory - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 160_0_109_Factory - IonCannon
IonCannonTurbo.wav		75 2800 ; 160_0_109_Factory - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 160_0_109_Factory - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 160_0_109_Factory - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 160_0_109_Factory - IonCannonStarship
unused ; 160_0_109_Factory - unused
RebelLaser.wav			70 2000 ; 161_0_110_ShipYard - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 161_0_110_ShipYard - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 161_0_110_ShipYard - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 161_0_110_ShipYard - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 161_0_110_ShipYard - IonCannon
IonCannonTurbo.wav		75 2800 ; 161_0_110_ShipYard - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 161_0_110_ShipYard - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 161_0_110_ShipYard - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 161_0_110_ShipYard - IonCannonStarship
unused ; 161_0_110_ShipYard - unused
RebelLaser.wav			70 2000 ; 162_0_111_RepairYard - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 162_0_111_RepairYard - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 162_0_111_RepairYard - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 162_0_111_RepairYard - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 162_0_111_RepairYard - IonCannon
IonCannonTurbo.wav		75 2800 ; 162_0_111_RepairYard - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 162_0_111_RepairYard - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 162_0_111_RepairYard - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 162_0_111_RepairYard - IonCannonStarship
unused ; 162_0_111_RepairYard - unused
RebelLaser.wav			70 2000 ; 163_0_112_GolanOne - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 163_0_112_GolanOne - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 163_0_112_GolanOne - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 163_0_112_GolanOne - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 163_0_112_GolanOne - IonCannon
IonCannonTurbo.wav		75 2800 ; 163_0_112_GolanOne - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 163_0_112_GolanOne - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 163_0_112_GolanOne - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 163_0_112_GolanOne - IonCannonStarship
unused ; 163_0_112_GolanOne - unused
RebelLaser.wav			70 2000 ; 164_0_113_GolanTwo - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 164_0_113_GolanTwo - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 164_0_113_GolanTwo - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 164_0_113_GolanTwo - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 164_0_113_GolanTwo - IonCannon
IonCannonTurbo.wav		75 2800 ; 164_0_113_GolanTwo - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 164_0_113_GolanTwo - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 164_0_113_GolanTwo - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 164_0_113_GolanTwo - IonCannonStarship
unused ; 164_0_113_GolanTwo - unused
RebelLaser.wav			70 2000 ; 165_0_114_GolanThree - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 165_0_114_GolanThree - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 165_0_114_GolanThree - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 165_0_114_GolanThree - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 165_0_114_GolanThree - IonCannon
IonCannonTurbo.wav		75 2800 ; 165_0_114_GolanThree - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 165_0_114_GolanThree - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 165_0_114_GolanThree - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 165_0_114_GolanThree - IonCannonStarship
unused ; 165_0_114_GolanThree - unused
RebelLaser.wav			70 2000 ; 166_0_115_DerilynPlatform - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 166_0_115_DerilynPlatform - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 166_0_115_DerilynPlatform - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 166_0_115_DerilynPlatform - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 166_0_115_DerilynPlatform - IonCannon
IonCannonTurbo.wav		75 2800 ; 166_0_115_DerilynPlatform - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 166_0_115_DerilynPlatform - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 166_0_115_DerilynPlatform - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 166_0_115_DerilynPlatform - IonCannonStarship
unused ; 166_0_115_DerilynPlatform - unused
RebelLaser.wav			70 2000 ; 167_0_116_SensorArray - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 167_0_116_SensorArray - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 167_0_116_SensorArray - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 167_0_116_SensorArray - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 167_0_116_SensorArray - IonCannon
IonCannonTurbo.wav		75 2800 ; 167_0_116_SensorArray - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 167_0_116_SensorArray - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 167_0_116_SensorArray - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 167_0_116_SensorArray - IonCannonStarship
unused ; 167_0_116_SensorArray - unused
RebelLaser.wav			70 2000 ; 168_0_117_CommRelay - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 168_0_117_CommRelay - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 168_0_117_CommRelay - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 168_0_117_CommRelay - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 168_0_117_CommRelay - IonCannon
IonCannonTurbo.wav		75 2800 ; 168_0_117_CommRelay - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 168_0_117_CommRelay - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 168_0_117_CommRelay - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 168_0_117_CommRelay - IonCannonStarship
unused ; 168_0_117_CommRelay - unused
RebelLaser.wav			70 2000 ; 169_0_118_SpaceColony1 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 169_0_118_SpaceColony1 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 169_0_118_SpaceColony1 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 169_0_118_SpaceColony1 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 169_0_118_SpaceColony1 - IonCannon
IonCannonTurbo.wav		75 2800 ; 169_0_118_SpaceColony1 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 169_0_118_SpaceColony1 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 169_0_118_SpaceColony1 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 169_0_118_SpaceColony1 - IonCannonStarship
unused ; 169_0_118_SpaceColony1 - unused
RebelLaser.wav			70 2000 ; 170_0_119_SpaceColony2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 170_0_119_SpaceColony2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 170_0_119_SpaceColony2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 170_0_119_SpaceColony2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 170_0_119_SpaceColony2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 170_0_119_SpaceColony2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 170_0_119_SpaceColony2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 170_0_119_SpaceColony2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 170_0_119_SpaceColony2 - IonCannonStarship
unused ; 170_0_119_SpaceColony2 - unused
RebelLaser.wav			70 2000 ; 171_0_120_SpaceColony3 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 171_0_120_SpaceColony3 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 171_0_120_SpaceColony3 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 171_0_120_SpaceColony3 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 171_0_120_SpaceColony3 - IonCannon
IonCannonTurbo.wav		75 2800 ; 171_0_120_SpaceColony3 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 171_0_120_SpaceColony3 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 171_0_120_SpaceColony3 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 171_0_120_SpaceColony3 - IonCannonStarship
unused ; 171_0_120_SpaceColony3 - unused
RebelLaser.wav			70 2000 ; 172_0_121_Casino - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 172_0_121_Casino - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 172_0_121_Casino - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 172_0_121_Casino - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 172_0_121_Casino - IonCannon
IonCannonTurbo.wav		75 2800 ; 172_0_121_Casino - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 172_0_121_Casino - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 172_0_121_Casino - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 172_0_121_Casino - IonCannonStarship
unused ; 172_0_121_Casino - unused
RebelLaser.wav			70 2000 ; 173_0_122_CargoFacility1 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 173_0_122_CargoFacility1 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 173_0_122_CargoFacility1 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 173_0_122_CargoFacility1 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 173_0_122_CargoFacility1 - IonCannon
IonCannonTurbo.wav		75 2800 ; 173_0_122_CargoFacility1 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 173_0_122_CargoFacility1 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 173_0_122_CargoFacility1 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 173_0_122_CargoFacility1 - IonCannonStarship
unused ; 173_0_122_CargoFacility1 - unused
RebelLaser.wav			70 2000 ; 174_0_123_CargoFacility2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 174_0_123_CargoFacility2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 174_0_123_CargoFacility2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 174_0_123_CargoFacility2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 174_0_123_CargoFacility2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 174_0_123_CargoFacility2 - IonCannonTurbo
